"","Chi-square","P-value","Odds Ratio (Anaphylaxis/Not)"
"Hysterectomy",2.22066574367145e-24,0.999999999998811,0
"Diaphragmalgia",2.22066574367145e-24,0.999999999998811,0
"Overweight",1.49856114379299e-27,0.999999999999969,0
"Hypercalcaemia",2.22066574367145e-24,0.999999999998811,0
"Wound secretion",2.22066574367145e-24,0.999999999998811,0
"Influenza A virus test positive",2.22066574367145e-24,0.999999999998811,0
"Scleral discolouration",2.22066574367145e-24,0.999999999998811,0
"Cardiac flutter",2.22066574367145e-24,0.999999999998811,0
"Blood iron normal",2.22066574367145e-24,0.999999999998811,0
"Caffeine consumption",2.22066574367145e-24,0.999999999998811,0
"Hepatobiliary scan",2.22066574367145e-24,0.999999999998811,0
"Blood luteinising hormone increased",2.22066574367145e-24,0.999999999998811,0
"Blood human chorionic gonadotropin increased",1.49856114379299e-27,0.999999999999969,0
"Cardiac pacemaker insertion",1.49856114379299e-27,0.999999999999969,0
"Anti-SS-A antibody negative",2.22066574367145e-24,0.999999999998811,0
"Skin hyperpigmentation",2.22066574367145e-24,0.999999999998811,0
"Platelet count",0.0116233819691768,0.914144990683683,0.738749194068343
"Faecaloma",2.22066574367145e-24,0.999999999998811,0
"Skin test positive",2.22066574367145e-24,0.999999999998811,0
"Blood urea",0.0334135126549362,0.854959943735721,1.27484532634747
"Myoclonus",4.09278071214934e-25,0.99999999999949,0
"Ovarian cyst",2.22066574367145e-24,0.999999999998811,0
"Sleep apnoea syndrome",1.49856114379299e-27,0.999999999999969,0
"Enzyme abnormality",2.22066574367145e-24,0.999999999998811,0
"Escherichia test positive",2.22066574367145e-24,0.999999999998811,0
"Prostatitis",2.22066574367145e-24,0.999999999998811,0
"Chromosome analysis abnormal",2.22066574367145e-24,0.999999999998811,0
"Photosensitivity reaction",1.49856114379299e-27,0.999999999999969,0
"Hypervolaemia",2.22066574367145e-24,0.999999999998811,0
"Colonoscopy",4.09278071214934e-25,0.99999999999949,0
"Gingival infection",2.22066574367145e-24,0.999999999998811,0
"Blood carbon monoxide increased",2.22066574367145e-24,0.999999999998811,0
"Respiratory syncytial virus infection",1.49856114379299e-27,0.999999999999969,0
"Crepitations",0.308642553199635,0.578514365870502,4.90677966101695
"Parvovirus B19 serology",9.67273894802013e-31,0.999999999999999,0
"Cavernous sinus thrombosis",2.22066574367145e-24,0.999999999998811,0
"Myoglobin blood",2.38669059553448e-29,0.999999999999996,0
"Hernia",1.49856114379299e-27,0.999999999999969,0
"Apnoeic attack",2.22066574367145e-24,0.999999999998811,0
"Foetal heart rate",0.085003474699738,0.770627991885454,0
"Intestinal fistula",2.22066574367145e-24,0.999999999998811,0
"Loss of proprioception",9.67273894802013e-31,0.999999999999999,0
"Latex allergy",1.49856114379299e-27,0.999999999999969,0
"Tinea infection",2.22066574367145e-24,0.999999999998811,0
"Protein C increased",2.22066574367145e-24,0.999999999998811,0
"Mononucleosis heterophile test positive",9.67273894802013e-31,0.999999999999999,0
"Developmental delay",2.22066574367145e-24,0.999999999998811,0
"Antibiotic level above therapeutic",2.22066574367145e-24,0.999999999998811,0
"Urinary casts present",2.22066574367145e-24,0.999999999998811,0
"Pleural disorder",2.22066574367145e-24,0.999999999998811,0
"Epilepsy",2.38669059553448e-29,0.999999999999996,0
"Cervical incompetence",2.22066574367145e-24,0.999999999998811,0
"Non-Hodgkin's lymphoma",1.49856114379299e-27,0.999999999999969,0
"Rash follicular",2.22066574367145e-24,0.999999999998811,0
"Gastrointestinal malformation",2.22066574367145e-24,0.999999999998811,0
"Skin ulcer",2.22066574367145e-24,0.999999999998811,0
"Type 2 diabetes mellitus",1.49856114379299e-27,0.999999999999969,0
"Endometriosis",2.22066574367145e-24,0.999999999998811,0
"Otorrhoea",2.35322433689264,0.125024173192343,24.5508474576271
"Thoracotomy",2.22066574367145e-24,0.999999999998811,0
"Antisocial behaviour",2.22066574367145e-24,0.999999999998811,0
"Paranasal sinus hypersecretion",2.22066574367145e-24,0.999999999998811,0
"Vertebral foraminal stenosis",2.22066574367145e-24,0.999999999998811,0
"Myoglobinuria",2.22066574367145e-24,0.999999999998811,0
"Prealbumin",9.67273894802013e-31,0.999999999999999,0
"Chromosome analysis normal",2.22066574367145e-24,0.999999999998811,0
"Eyelid margin crusting",1.49856114379299e-27,0.999999999999969,0
"Sensation of pressure",1.49856114379299e-27,0.999999999999969,0
"Pulmonary artery atresia",2.22066574367145e-24,0.999999999998811,0
"Interstitial lung disease",2.22066574367145e-24,0.999999999998811,0
"Hordeolum",2.22066574367145e-24,0.999999999998811,0
"Injury",0.877971844241247,0.348757777212502,0
"Granuloma",2.22066574367145e-24,0.999999999998811,0
"Visual acuity tests abnormal",2.22066574367145e-24,0.999999999998811,0
"Bladder catheterisation",2.22066574367145e-24,0.999999999998811,0
"Somatisation disorder",2.22066574367145e-24,0.999999999998811,0
"Oral infection",2.22066574367145e-24,0.999999999998811,0
"Alcohol abuse",2.22066574367145e-24,0.999999999998811,0
"Clostridial infection",2.22066574367145e-24,0.999999999998811,0
"Skin mass",2.22066574367145e-24,0.999999999998811,0
"Microcytic anaemia",2.22066574367145e-24,0.999999999998811,0
"Visual evoked potentials",4.09278071214934e-25,0.99999999999949,0
"Immune system disorder",2.22066574367145e-24,0.999999999998811,0
"Blood osmolarity decreased",2.22066574367145e-24,0.999999999998811,0
"Biopsy liver",1.49856114379299e-27,0.999999999999969,0
"Skin tightness",9.67273894802013e-31,0.999999999999999,0
"Blood pressure immeasurable",2.22066574367145e-24,0.999999999998811,0
"Chest tube insertion",2.22066574367145e-24,0.999999999998811,0
"Neisseria test positive",2.22066574367145e-24,0.999999999998811,0
"Staphylococcus test positive",1.49856114379299e-27,0.999999999999969,0
"Second trimester pregnancy",2.22066574367145e-24,0.999999999998811,0
"Status epilepticus",9.67273894802013e-31,0.999999999999999,0
"HLA marker study",2.22066574367145e-24,0.999999999998811,0
"Hypercholesterolaemia",2.22066574367145e-24,0.999999999998811,0
"Dementia",1.49856114379299e-27,0.999999999999969,0
"Traumatic brain injury",2.22066574367145e-24,0.999999999998811,0
"Diastolic dysfunction",2.22066574367145e-24,0.999999999998811,0
"Diverticulum",1.49856114379299e-27,0.999999999999969,0
"Oesophageal ulcer",2.22066574367145e-24,0.999999999998811,0
"Pancreas infection",2.22066574367145e-24,0.999999999998811,0
"Eosinophil count normal",2.22066574367145e-24,0.999999999998811,0
"Culture urine",7.40754993970227e-28,0.999999999999978,1.08747044917258
"Neutrophil count decreased",6.65511495170762e-28,0.999999999999979,0
"Dermatitis contact",6.65511495170762e-28,0.999999999999979,0
"Adverse reaction",6.65511495170762e-28,0.999999999999979,0
"Abdominal X-ray",6.65511495170762e-28,0.999999999999979,0
"Coronary artery disease",6.65511495170762e-28,0.999999999999979,0
"Eczema",6.65511495170762e-28,0.999999999999979,0
"Injection site cellulitis",6.65511495170762e-28,0.999999999999979,0
"Local reaction",6.65511495170762e-28,0.999999999999979,0
"Ultrasound pelvis",6.65511495170762e-28,0.999999999999979,0
"Injection site nodule",6.65511495170762e-28,0.999999999999979,0
"Ultrasound antenatal screen normal",6.65511495170762e-28,0.999999999999979,0
"Myositis",6.65511495170762e-28,0.999999999999979,0
"Blood chloride increased",6.65511495170762e-28,0.999999999999979,0
"Cardio-respiratory arrest",6.65511495170762e-28,0.999999999999979,0
"CSF glucose normal",6.65511495170762e-28,0.999999999999979,0
"Quadriplegia",6.65511495170762e-28,0.999999999999979,0
"Nasal discomfort",6.65511495170762e-28,0.999999999999979,0
"CSF protein normal",6.65511495170762e-28,0.999999999999979,0
"Obesity",6.65511495170762e-28,0.999999999999979,0
"Skin disorder",6.65511495170762e-28,0.999999999999979,0
"Haematemesis",6.65511495170762e-28,0.999999999999979,0
"Candidiasis",6.65511495170762e-28,0.999999999999979,0
"Eyelid function disorder",6.65511495170762e-28,0.999999999999979,0
"Pathology test",6.65511495170762e-28,0.999999999999979,0
"Respiratory syncytial virus test",6.65511495170762e-28,0.999999999999979,0
"Smoke sensitivity",2.22066574367145e-24,0.999999999998811,0
"Pulmonary function test normal",1.49856114379299e-27,0.999999999999969,0
"Aphonia",2.7761039853894e-28,0.999999999999987,1.88461538461538
"Screaming",2.7761039853894e-28,0.999999999999987,1.88461538461538
"Thrombosis",2.7761039853894e-28,0.999999999999987,1.88461538461538
"Antinuclear antibody negative",2.53364047632029e-28,0.999999999999987,1.359934086629
"Staring",2.53364047632029e-28,0.999999999999987,1.359934086629
"Red cell distribution width increased",2.53364047632029e-28,0.999999999999987,1.359934086629
"Fluid replacement",1.06356246851977e-28,0.999999999999992,1.28813559322034
"Blood chloride decreased",1.06356246851977e-28,0.999999999999992,1.28813559322034
"Mass",1.06356246851977e-28,0.999999999999992,1.28813559322034
"Blood human chorionic gonadotropin",1.06356246851977e-28,0.999999999999992,1.28813559322034
"Morbid thoughts",2.22066574367145e-24,0.999999999998811,0
"Heart rate decreased",9.88747619092364e-29,0.999999999999992,0
"Feeling of body temperature change",9.88747619092364e-29,0.999999999999992,0
"Drug screen negative",9.88747619092364e-29,0.999999999999992,0
"Eye disorder",9.88747619092364e-29,0.999999999999992,0
"Lymphocyte percentage increased",9.88747619092364e-29,0.999999999999992,0
"Mononucleosis heterophile test negative",9.88747619092364e-29,0.999999999999992,0
"Breath sounds abnormal",9.88747619092364e-29,0.999999999999992,0
"Henoch-Schonlein purpura",9.88747619092364e-29,0.999999999999992,0
"Grip strength decreased",9.88747619092364e-29,0.999999999999992,0
"Hemiparesis",9.88747619092364e-29,0.999999999999992,0
"Corneal reflex decreased",9.88747619092364e-29,0.999999999999992,0
"Gastrooesophageal reflux disease",9.88747619092364e-29,0.999999999999992,0
"Osteoarthritis",9.88747619092364e-29,0.999999999999992,0
"Glycosylated haemoglobin increased",9.88747619092364e-29,0.999999999999992,0
"Weight bearing difficulty",9.88747619092364e-29,0.999999999999992,0
"Culture throat",9.88747619092364e-29,0.999999999999992,0
"Enteritis",9.88747619092364e-29,0.999999999999992,0
"Musculoskeletal chest pain",9.88747619092364e-29,0.999999999999992,0
"Confusional state",8.22039385364932e-29,0.999999999999993,1.25608292416803
"Influenza serology negative",8.22039385364932e-29,0.999999999999993,1.25608292416803
"Dysarthria",6.56442922425285e-29,0.999999999999994,0.739856189008731
"Muscle twitching",6.56442922425285e-29,0.999999999999994,0.739856189008731
"Lymphocyte percentage",6.48392466442629e-29,0.999999999999994,0.904806934594169
"Leukopenia",4.81790742620105e-29,0.999999999999994,0
"Alanine aminotransferase decreased",4.81790742620105e-29,0.999999999999994,0
"Medication error",4.81790742620105e-29,0.999999999999994,0
"Bradycardia",4.81790742620105e-29,0.999999999999994,0
"Tongue biting",4.81790742620105e-29,0.999999999999994,0
"Erythema nodosum",4.81790742620105e-29,0.999999999999994,0
"Coordination abnormal",4.81790742620105e-29,0.999999999999994,0
"Sputum culture positive",4.81790742620105e-29,0.999999999999994,0
"Blood cholesterol increased",4.81790742620105e-29,0.999999999999994,0
"Toxicologic test",4.81790742620105e-29,0.999999999999994,0
"Premature labour",4.81790742620105e-29,0.999999999999994,0
"Bedridden",4.81790742620105e-29,0.999999999999994,0
"Excessive eye blinking",4.81790742620105e-29,0.999999999999994,0
"Demyelinating polyneuropathy",4.81790742620105e-29,0.999999999999994,0
"Foetal disorder",4.81790742620105e-29,0.999999999999994,0
"Bursitis",4.81790742620105e-29,0.999999999999994,0
"Panic attack",4.81790742620105e-29,0.999999999999994,0
"Injection site abscess",4.81790742620105e-29,0.999999999999994,0
"Hypoacusis",4.81790742620105e-29,0.999999999999994,0
"Blood amylase",4.81790742620105e-29,0.999999999999994,0
"Excoriation",4.81790742620105e-29,0.999999999999994,0
"Flat affect",4.81790742620105e-29,0.999999999999994,0
"Faecal incontinence",4.81790742620105e-29,0.999999999999994,0
"Orthostatic hypotension",4.81790742620105e-29,0.999999999999994,0
"Alopecia",4.81790742620105e-29,0.999999999999994,0
"Body temperature decreased",4.81790742620105e-29,0.999999999999994,0
"Tonic clonic movements",4.81790742620105e-29,0.999999999999994,0
"Pulse absent",4.81790742620105e-29,0.999999999999994,0
"Eyelid disorder",4.81790742620105e-29,0.999999999999994,0
"Croup infectious",4.81790742620105e-29,0.999999999999994,0
"Rash vesicular",4.81790742620105e-29,0.999999999999994,0
"Angiogram normal",4.81790742620105e-29,0.999999999999994,0
"Wheelchair user",4.81790742620105e-29,0.999999999999994,0
"Autonomic nervous system imbalance",4.81790742620105e-29,0.999999999999994,0
"Blood urea nitrogen/creatinine ratio increased",4.81790742620105e-29,0.999999999999994,0
"Cognitive disorder",4.81790742620105e-29,0.999999999999994,0
"Ecchymosis",4.81790742620105e-29,0.999999999999994,0
"International normalised ratio decreased",4.81790742620105e-29,0.999999999999994,0
"CSF white blood cell count negative",4.81790742620105e-29,0.999999999999994,0
"Myopathy",4.81790742620105e-29,0.999999999999994,0
"Blood thyroid stimulating hormone increased",4.81790742620105e-29,0.999999999999994,0
"Autopsy",4.81790742620105e-29,0.999999999999994,0
"Granulocyte count increased",4.81790742620105e-29,0.999999999999994,0
"Hepatitis",4.81790742620105e-29,0.999999999999994,0
"Laboratory test abnormal",4.81790742620105e-29,0.999999999999994,0
"Type 1 diabetes mellitus",4.81790742620105e-29,0.999999999999994,0
"Decreased vibratory sense",4.81790742620105e-29,0.999999999999994,0
"Lobar pneumonia",4.81790742620105e-29,0.999999999999994,0
"Heart rate normal",4.81790742620105e-29,0.999999999999994,0
"Rash pustular",4.81790742620105e-29,0.999999999999994,0
"Cystitis",4.81790742620105e-29,0.999999999999994,0
"Urinary retention",4.81790742620105e-29,0.999999999999994,0
"Tendonitis",4.81790742620105e-29,0.999999999999994,0
"Vitamin B12 normal",4.81790742620105e-29,0.999999999999994,0
"Gram stain negative",4.81790742620105e-29,0.999999999999994,0
"Spinal osteoarthritis",4.81790742620105e-29,0.999999999999994,0
"Blood sodium increased",4.81790742620105e-29,0.999999999999994,0
"Dialysis",4.81790742620105e-29,0.999999999999994,0
"Spinal X-ray abnormal",2.22066574367145e-24,0.999999999998811,0
"Intestinal obstruction",2.22066574367145e-24,0.999999999998811,0
"Eye pain",4.60141511868053e-29,0.999999999999995,0.763109110169492
"Crying",4.16620336271991e-29,0.999999999999995,1.22446808510638
"Memory impairment",3.94997349184457e-29,0.999999999999995,0
"Encephalitis",3.94997349184457e-29,0.999999999999995,0
"Amnesia",3.94997349184457e-29,0.999999999999995,0
"X-ray limb",3.94997349184457e-29,0.999999999999995,0
"Emotional distress",3.94997349184457e-29,0.999999999999995,0
"Blood glucose decreased",3.94997349184457e-29,0.999999999999995,0
"Activated partial thromboplastin time prolonged",3.94997349184457e-29,0.999999999999995,0
"Blood immunoglobulin G",3.94997349184457e-29,0.999999999999995,0
"Abdominal distension",3.94997349184457e-29,0.999999999999995,0
"Neurological examination abnormal",3.94997349184457e-29,0.999999999999995,0
"Gastroenteritis",3.94997349184457e-29,0.999999999999995,0
"Dry skin",3.94997349184457e-29,0.999999999999995,0
"CSF cell count normal",3.94997349184457e-29,0.999999999999995,0
"Neutrophil percentage decreased",3.94997349184457e-29,0.999999999999995,0
"Limb discomfort",3.94997349184457e-29,0.999999999999995,0
"Bacteria urine identified",3.94997349184457e-29,0.999999999999995,0
"Dry eye",3.94997349184457e-29,0.999999999999995,0
"Encephalopathy",3.94997349184457e-29,0.999999999999995,0
"Vitamin D",3.94997349184457e-29,0.999999999999995,0
"Vaccine positive rechallenge",3.94997349184457e-29,0.999999999999995,0
"Myocardial infarction",3.94997349184457e-29,0.999999999999995,0
"Diabetic ketoacidosis",9.67273894802013e-31,0.999999999999999,0
"Haemoglobin increased",3.11474073234344e-29,0.999999999999996,0.905210295040804
"Lymphocyte count decreased",3.11474073234344e-29,0.999999999999996,0.905210295040804
"Sinusitis",3.11474073234344e-29,0.999999999999996,0.905210295040804
"Ultrasound scan abnormal",2.98855772310651e-29,0.999999999999996,0.842489772063121
"Blood ketone body",2.22066574367145e-24,0.999999999998811,0
"Bacterial test",2.38669059553448e-29,0.999999999999996,0
"Drug screen positive",2.38669059553448e-29,0.999999999999996,0
"Mean cell haemoglobin decreased",2.38669059553448e-29,0.999999999999996,0
"Blepharospasm",2.38669059553448e-29,0.999999999999996,0
"Emotional disorder",2.38669059553448e-29,0.999999999999996,0
"Coagulopathy",2.38669059553448e-29,0.999999999999996,0
"Formication",2.38669059553448e-29,0.999999999999996,0
"Use of accessory respiratory muscles",2.38669059553448e-29,0.999999999999996,0
"Blood pressure fluctuation",2.38669059553448e-29,0.999999999999996,0
"Acute disseminated encephalomyelitis",2.38669059553448e-29,0.999999999999996,0
"Generalised oedema",2.38669059553448e-29,0.999999999999996,0
"Antinuclear antibody increased",2.38669059553448e-29,0.999999999999996,0
"Urine output decreased",2.38669059553448e-29,0.999999999999996,0
"Pneumonia viral",2.38669059553448e-29,0.999999999999996,0
"Abortion threatened",2.38669059553448e-29,0.999999999999996,0
"Cerebrovascular accident",2.38669059553448e-29,0.999999999999996,0
"Eosinophil percentage increased",2.38669059553448e-29,0.999999999999996,0
"Differential white blood cell count normal",2.38669059553448e-29,0.999999999999996,0
"Muscle contractions involuntary",2.38669059553448e-29,0.999999999999996,0
"Blood magnesium increased",2.38669059553448e-29,0.999999999999996,0
"Multiple sclerosis",2.38669059553448e-29,0.999999999999996,0
"Listless",2.38669059553448e-29,0.999999999999996,0
"Coagulation test normal",2.38669059553448e-29,0.999999999999996,0
"Injection site oedema",2.38669059553448e-29,0.999999999999996,0
"Haematuria",2.38669059553448e-29,0.999999999999996,0
"Laceration",2.38669059553448e-29,0.999999999999996,0
"Erectile dysfunction",2.38669059553448e-29,0.999999999999996,0
"CSF lymphocyte count increased",2.38669059553448e-29,0.999999999999996,0
"Cardiomyopathy",2.38669059553448e-29,0.999999999999996,0
"Fear",2.38669059553448e-29,0.999999999999996,0
"Injection site inflammation",2.38669059553448e-29,0.999999999999996,0
"Lyme disease",2.38669059553448e-29,0.999999999999996,0
"Blood lactic acid increased",2.38669059553448e-29,0.999999999999996,0
"Electrocardiogram ambulatory",2.38669059553448e-29,0.999999999999996,0
"Optic neuritis",2.38669059553448e-29,0.999999999999996,0
"Drug administration error",2.38669059553448e-29,0.999999999999996,0
"Nervous system disorder",2.38669059553448e-29,0.999999999999996,0
"Toxicologic test normal",2.38669059553448e-29,0.999999999999996,0
"Biopsy skin",2.38669059553448e-29,0.999999999999996,0
"X-ray limb normal",2.38669059553448e-29,0.999999999999996,0
"Bronchoscopy",2.38669059553448e-29,0.999999999999996,0
"Culture stool negative",2.38669059553448e-29,0.999999999999996,0
"Tonsillitis",2.38669059553448e-29,0.999999999999996,0
"Central nervous system lesion",2.38669059553448e-29,0.999999999999996,0
"Band neutrophil count",2.38669059553448e-29,0.999999999999996,0
"Cranial nerve disorder",2.38669059553448e-29,0.999999999999996,0
"Stillbirth",2.38669059553448e-29,0.999999999999996,0
"Chorioamnionitis",2.38669059553448e-29,0.999999999999996,0
"Delirium",2.38669059553448e-29,0.999999999999996,0
"Pancytopenia",2.38669059553448e-29,0.999999999999996,0
"Uterine haemorrhage",2.38669059553448e-29,0.999999999999996,0
"Haematochezia",2.38669059553448e-29,0.999999999999996,0
"Sluggishness",2.38669059553448e-29,0.999999999999996,0
"Dysgraphia",2.38669059553448e-29,0.999999999999996,0
"Bronchiolitis",2.38669059553448e-29,0.999999999999996,0
"Diplegia",2.38669059553448e-29,0.999999999999996,0
"Blood immunoglobulin M",2.38669059553448e-29,0.999999999999996,0
"Pelvic pain",2.38669059553448e-29,0.999999999999996,0
"Globulins increased",2.38669059553448e-29,0.999999999999996,0
"Incoherent",2.38669059553448e-29,0.999999999999996,0
"Blood triglycerides increased",2.38669059553448e-29,0.999999999999996,0
"CSF white blood cell differential",2.38669059553448e-29,0.999999999999996,0
"Sinus operation",2.38669059553448e-29,0.999999999999996,0
"Blood immunoglobulin G increased",2.38669059553448e-29,0.999999999999996,0
"Hypertensive crisis",1.49856114379299e-27,0.999999999999969,0
"Sarcoma",2.22066574367145e-24,0.999999999998811,0
"Cardiac function test",0.778981924512267,0.377452684390462,8.18079096045198
"Bradykinesia",2.22066574367145e-24,0.999999999998811,0
"IVth nerve paralysis",1.49856114379299e-27,0.999999999999969,0
"Hydronephrosis",2.22066574367145e-24,0.999999999998811,0
"Blood thyroid stimulating hormone decreased",9.67273894802013e-31,0.999999999999999,0
"Venous thrombosis",5.62402589466793,0.0177159087751587,Inf
"Abasia",1.52173796394801e-29,0.999999999999997,0.677848399246704
"Cellulitis",1.52173796394801e-29,0.999999999999997,0.677848399246704
"Rash maculo-papular",1.50198187440486e-29,0.999999999999997,1.11190292758089
"Cardioversion",2.35322433689264,0.125024173192343,24.5508474576271
"Vision blurred",1.1423556393872e-29,0.999999999999997,1.09605817068504
"Injection site rash",1.11177865241222e-29,0.999999999999997,0.813475177304965
"Loss of consciousness",7.48103330890186e-30,0.999999999999998,0.939677843523997
"Hypoaesthesia",5.8119030606348e-30,0.999999999999998,1.02322468375611
"Nodule",4.27335639210673e-30,0.999999999999998,2.0420197740113
"Thirst",4.27335639210673e-30,0.999999999999998,2.0420197740113
"Urinary incontinence",4.27335639210673e-30,0.999999999999998,2.0420197740113
"Pupil fixed",4.27335639210673e-30,0.999999999999998,2.0420197740113
"Antinuclear antibody positive",3.00546783475859e-30,0.999999999999999,0
"Cardiac monitoring",3.00546783475859e-30,0.999999999999999,0
"Hypoglycaemia",3.00546783475859e-30,0.999999999999999,0
"Blood bicarbonate decreased",3.00546783475859e-30,0.999999999999999,0
"Mean platelet volume decreased",3.00546783475859e-30,0.999999999999999,0
"Ultrasound uterus abnormal",3.00546783475859e-30,0.999999999999999,0
"Foaming at mouth",3.00546783475859e-30,0.999999999999999,0
"CSF test abnormal",3.00546783475859e-30,0.999999999999999,0
"Musculoskeletal discomfort",3.00546783475859e-30,0.999999999999999,0
"Bacteraemia",3.00546783475859e-30,0.999999999999999,0
"Gastrointestinal tube insertion",3.00546783475859e-30,0.999999999999999,0
"Ear infection",3.00546783475859e-30,0.999999999999999,0
"Neuritis",3.00546783475859e-30,0.999999999999999,0
"Aggression",3.00546783475859e-30,0.999999999999999,0
"Conjunctivitis",3.00546783475859e-30,0.999999999999999,0
"Cardiomegaly",3.00546783475859e-30,0.999999999999999,0
"Blood test abnormal",3.00546783475859e-30,0.999999999999999,0
"International normalised ratio increased",3.00546783475859e-30,0.999999999999999,0
"Hyponatraemia",3.00546783475859e-30,0.999999999999999,0
"Intervertebral disc degeneration",3.00546783475859e-30,0.999999999999999,0
"Carbon dioxide decreased",3.00546783475859e-30,0.999999999999999,0
"Pleural effusion",3.00546783475859e-30,0.999999999999999,0
"Red blood cell count increased",3.00546783475859e-30,0.999999999999999,0
"Plasmapheresis",3.00546783475859e-30,0.999999999999999,0
"Peripheral coldness",3.00546783475859e-30,0.999999999999999,0
"Blood lactic acid",3.00546783475859e-30,0.999999999999999,0
"Thyroxine",3.00546783475859e-30,0.999999999999999,0
"Psychomotor hyperactivity",3.00546783475859e-30,0.999999999999999,0
"Quadriparesis",3.00546783475859e-30,0.999999999999999,0
"Aspiration",3.00546783475859e-30,0.999999999999999,0
"Differential white blood cell count abnormal",4.09278071214934e-25,0.99999999999949,0
"Upper respiratory tract infection",2.7854326953386e-30,0.999999999999999,0.814265536723164
"Blood calcium",2.7854326953386e-30,0.999999999999999,0.814265536723164
"Blood calcium decreased",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Deafness",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Borrelia burgdorferi serology negative",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Night sweats",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Platelet count increased",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Haemoglobin normal",2.2186389903545e-30,0.999999999999999,1.63276836158192
"Incontinence",1.48160863699191e-30,0.999999999999999,1.16505246166263
"Cerebellar ataxia",9.67273894802013e-31,0.999999999999999,0
"Hepatitis B",9.67273894802013e-31,0.999999999999999,0
"Tunnel vision",9.67273894802013e-31,0.999999999999999,0
"Antiphospholipid antibodies negative",9.67273894802013e-31,0.999999999999999,0
"Abdominal pain lower",9.67273894802013e-31,0.999999999999999,0
"Placental disorder",9.67273894802013e-31,0.999999999999999,0
"Virus culture",9.67273894802013e-31,0.999999999999999,0
"Piloerection",9.67273894802013e-31,0.999999999999999,0
"Hypovolaemia",9.67273894802013e-31,0.999999999999999,0
"Head lag",9.67273894802013e-31,0.999999999999999,0
"Dysphemia",9.67273894802013e-31,0.999999999999999,0
"Extensor plantar response",9.67273894802013e-31,0.999999999999999,0
"Pityriasis rosea",9.67273894802013e-31,0.999999999999999,0
"Ultrasound pelvis abnormal",9.67273894802013e-31,0.999999999999999,0
"Ageusia",9.67273894802013e-31,0.999999999999999,0
"Trismus",9.67273894802013e-31,0.999999999999999,0
"Lung disorder",9.67273894802013e-31,0.999999999999999,0
"Blood immunoglobulin G normal",9.67273894802013e-31,0.999999999999999,0
"Facial nerve disorder",9.67273894802013e-31,0.999999999999999,0
"Dystonia",9.67273894802013e-31,0.999999999999999,0
"Acute respiratory distress syndrome",9.67273894802013e-31,0.999999999999999,0
"Dark circles under eyes",9.67273894802013e-31,0.999999999999999,0
"Delusion",9.67273894802013e-31,0.999999999999999,0
"Pulmonary oedema",9.67273894802013e-31,0.999999999999999,0
"Heat rash",9.67273894802013e-31,0.999999999999999,0
"CSF oligoclonal band present",9.67273894802013e-31,0.999999999999999,0
"Nephrolithiasis",9.67273894802013e-31,0.999999999999999,0
"Choking sensation",9.67273894802013e-31,0.999999999999999,0
"Cardiac stress test normal",9.67273894802013e-31,0.999999999999999,0
"Tricuspid valve incompetence",9.67273894802013e-31,0.999999999999999,0
"Pregnancy test urine positive",9.67273894802013e-31,0.999999999999999,0
"Epstein-Barr virus antigen positive",9.67273894802013e-31,0.999999999999999,0
"Bacterial infection",9.67273894802013e-31,0.999999999999999,0
"Myoglobin blood increased",9.67273894802013e-31,0.999999999999999,0
"Blood prolactin",9.67273894802013e-31,0.999999999999999,0
"Immunoglobulins",9.67273894802013e-31,0.999999999999999,0
"Poor quality sleep",9.67273894802013e-31,0.999999999999999,0
"Lower respiratory tract infection",9.67273894802013e-31,0.999999999999999,0
"Gastroenteritis viral",9.67273894802013e-31,0.999999999999999,0
"Globulins decreased",9.67273894802013e-31,0.999999999999999,0
"Haemodynamic instability",9.67273894802013e-31,0.999999999999999,0
"Gingival pain",9.67273894802013e-31,0.999999999999999,0
"Polydipsia",9.67273894802013e-31,0.999999999999999,0
"Skin swelling",9.67273894802013e-31,0.999999999999999,0
"Gastrointestinal sounds abnormal",9.67273894802013e-31,0.999999999999999,0
"VIth nerve paralysis",9.67273894802013e-31,0.999999999999999,0
"Ophthalmoplegia",9.67273894802013e-31,0.999999999999999,0
"Visual acuity reduced",9.67273894802013e-31,0.999999999999999,0
"Malnutrition",9.67273894802013e-31,0.999999999999999,0
"Gingival swelling",9.67273894802013e-31,0.999999999999999,0
"Gastrostomy",9.67273894802013e-31,0.999999999999999,0
"Blood fibrinogen decreased",9.67273894802013e-31,0.999999999999999,0
"Staphylococcal bacteraemia",9.67273894802013e-31,0.999999999999999,0
"Neutropenia",9.67273894802013e-31,0.999999999999999,0
"Hepatomegaly",9.67273894802013e-31,0.999999999999999,0
"Immunology test",9.67273894802013e-31,0.999999999999999,0
"Peripheral sensory neuropathy",9.67273894802013e-31,0.999999999999999,0
"Motor dysfunction",9.67273894802013e-31,0.999999999999999,0
"Hyperkalaemia",9.67273894802013e-31,0.999999999999999,0
"Heat therapy",9.67273894802013e-31,0.999999999999999,0
"Psychotic disorder",9.67273894802013e-31,0.999999999999999,0
"Blood blister",9.67273894802013e-31,0.999999999999999,0
